Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2022-08-10,08:29:42,131.348,37.01,4959859.43,0.0017335938893118501,14865632.75,0.0040822466666666675,24772336.47,0.004357786666666667,34677731.58,0.005300253333333334,44583800.16,0.00611342
2022-08-10,08:29:43,132.783,37.01,4959847.95,0.0017518494063777231,14865599.38,0.004073346666666667,24772320.97,0.0043981133333333335,34677712.85,0.005353140000000002,44583774.79,0.006161000000000001
2022-08-10,08:29:44,134.041,37.01,4959835.47,0.0017678503236269211,14865559.09,0.004048666666666667,24772304.22,0.004435606666666666,34677691.92,0.0054071200000000005,44583746.79,0.0062149200000000005
2022-08-10,08:29:46,135.301,37.01,4959827.55,0.0017827074474801438,14865540.63,0.00407098,24772292.16,0.004485733333333334,34677672.38,0.005474400000000001,44583718.82,0.006287066666666669
2022-08-10,08:29:47,136.541,37.01,4959815.11,0.0017896182329308992,14865529.09,0.0041045000000000005,24772278.0,0.00452592,34677641.76,0.005509053333333334,44583681.35,0.006314806666666668
2022-08-10,08:29:48,138.047,37.01,4959815.47,0.0017895195648511188,14865516.16,0.004120873333333334,24772270.9,0.004539953333333334,34677642.21,0.005512553333333334,44583678.06,0.006311906666666668
2022-08-10,08:29:48,138.048,37.01,4959815.47,0.0017895195648511188,14865516.16,0.004120873333333334,24772270.9,0.004539953333333334,34677642.21,0.005512553333333334,44583678.06,0.006311906666666668
2022-08-10,08:29:49,139.046,37.01,4959816.58,0.0017890167897722318,14865516.68,0.004120113333333334,24772273.4,0.00454256,34677644.44,0.005510160000000001,44583682.04,0.006306933333333335
2022-08-10,08:29:51,140.295,37.01,4959817.64,0.0017887973657355705,14865518.33,0.004118606666666667,24772276.67,0.004545606666666667,34677647.03,0.005506253333333334,44583683.26,0.006297093333333334
2022-08-10,08:29:52,141.547,37.01,4959818.45,0.0017883146556026803,14865520.12,0.0041179933333333335,24772279.9,0.0045489400000000004,34677650.13,0.005503973333333334,44583682.43,0.006295573333333335
2022-08-10,08:29:53,142.801,37.01,4959819.57,0.0017879597496998623,14865520.86,0.004116333333333334,24772283.08,0.004550360000000001,34677656.5,0.005508359999999999,44583688.63,0.006289633333333334
2022-08-10,08:29:54,144.055,37.01,4959820.68,0.0017875974950171264,14865522.49,0.0041145466666666665,24772286.99,0.004553473333333334,34677661.95,0.005507786666666666,44583688.16,0.0062811466666666685
2022-08-10,08:29:56,145.352,37.01,4959821.65,0.0017872854593696385,14865523.81,0.004111746666666667,24772289.74,0.00455642,34677665.0,0.005508646666666667,44583688.28,0.006275053333333333
2022-08-10,08:29:57,146.805,37.01,4959822.91,0.001786943199288597,14865524.97,0.004109306666666666,24772293.29,0.004559153333333333,34677669.72,0.005501733333333335,44583695.79,0.0062717733333333345
2022-08-10,08:29:58,148.049,37.01,4959824.18,0.001786687919268267,14865526.9,0.004107193333333334,24772298.1,0.00456316,34677674.78,0.0055033,44583700.97,0.006265860000000001
2022-08-10,08:30:00,149.304,37.01,4959825.18,0.001786387407391717,14865529.01,0.00410544,24772301.49,0.004565266666666667,34677673.94,0.005497380000000001,44583703.2,0.006258193333333334
2022-08-10,08:30:01,150.552,37.01,4959826.57,0.0017859210845358612,14865530.76,0.004104086666666668,24772307.65,0.004570333333333333,34677676.5,0.005490226666666666,44583704.51,0.006249213333333334
2022-08-10,08:30:02,151.801,37.01,4959827.79,0.0017856172094658082,14865532.83,0.004101873333333334,24772311.59,0.0045715800000000004,34677681.14,0.005488980000000001,44583706.97,0.006240793333333335
2022-08-10,08:30:03,153.056,37.01,4959828.75,0.0017852753780135888,14865536.28,0.00410322,24772314.39,0.0045731,34677683.09,0.005485660000000001,44583711.06,0.006237906666666667
2022-08-10,08:30:05,154.296,37.01,4959830.01,0.0017848384833410822,14865538.67,0.004102153333333334,24772317.6,0.0045729333333333335,34677687.95,0.005486020000000001,44583716.05,0.006230060000000001
2022-08-10,08:30:06,155.551,37.01,4959831.26,0.0017844675371895178,14865541.14,0.004100800000000001,24772320.74,0.004573186666666666,34677695.41,0.005485759999999999,44583721.7,0.006230133333333335
2022-08-10,08:30:07,156.791,37.01,4959832.14,0.001784219824780313,14865543.06,0.004100226666666667,24772323.36,0.004572993333333334,34677699.84,0.005484393333333334,44583723.34,0.006219673333333335
2022-08-10,08:30:08,158.126,37.01,4959833.05,0.0017840608130103167,14865545.34,0.004099526666666667,24772325.88,0.00457348,34677699.63,0.00547848,44583728.23,0.0062165200000000006
2022-08-10,08:30:10,159.376,37.01,4959833.69,0.00178391735913946,14865548.4,0.004097920000000001,24772329.68,0.0045719666666666665,34677704.04,0.005476386666666666,44583735.88,0.006220120000000001
2022-08-10,08:30:11,160.814,37.01,4959834.73,0.0017837144520897546,14865550.07,0.004096213333333334,24772333.15,0.004570513333333334,34677708.5,0.005474733333333334,44583745.2,0.006220100000000002
2022-08-10,08:30:12,162.059,37.01,4959835.94,0.0017834895460652003,14865553.84,0.004095013333333334,24772340.35,0.00457162,34677717.56,0.005474713333333334,44583754.69,0.0062201800000000005
2022-08-10,08:30:14,163.314,37.01,4959836.94,0.0017831200187175477,14865556.96,0.004094173333333334,24772347.19,0.004574106666666667,34677724.8,0.005469313333333334,44583758.49,0.006214013333333335
2022-08-10,08:30:15,164.572,37.01,4959838.38,0.0017828136085206827,14865558.03,0.00408984,24772351.69,0.00457616,34677731.53,0.00547006,44583765.89,0.006212620000000002
2022-08-10,08:30:16,165.809,37.01,4959839.41,0.0017825298685650156,14865560.64,0.00408674,24772357.44,0.0045776133333333335,34677740.46,0.005466786666666667,44583776.23,0.006215713333333334
2022-08-10,08:30:17,167.062,37.01,4959840.25,0.0017823685313917883,14865563.2,0.0040837066666666675,24772362.75,0.0045794,34677748.26,0.005462113333333334,44583785.12,0.006219813333333334
2022-08-10,08:30:19,168.318,37.01,4959840.97,0.0017822525745429473,14865565.84,0.0040826533333333335,24772365.14,0.004577933333333334,34677751.15,0.005460633333333334,44583788.93,0.006216493333333334
2022-08-10,08:30:20,169.558,37.01,4959841.51,0.0017820858766461353,14865568.73,0.004082246666666667,24772369.22,0.004582646666666667,34677755.62,0.005461006666666667,44583790.62,0.006215046666666668
2022-08-10,08:30:21,170.812,37.01,4959841.97,0.0017819624010902272,14865570.55,0.004081106666666667,24772373.22,0.00458826,34677761.37,0.00546144,44583793.57,0.006210466666666668
2022-08-10,08:30:22,172.069,37.01,4959842.41,0.0017819084968991087,14865572.7,0.0040802600000000005,24772376.85,0.004592026666666667,34677763.67,0.005455013333333334,44583797.68,0.00620446
2022-08-10,08:30:24,173.37,37.01,4959842.94,0.0017818201764179147,14865574.48,0.004079160000000001,24772379.18,0.004593313333333334,34677768.64,0.005457393333333334,44583801.56,0.0062032533333333355
2022-08-10,08:30:25,174.626,37.01,4959843.44,0.0017817213423412359,14865575.96,0.004077433333333333,24772382.66,0.0045972066666666676,34677773.47,0.005459093333333334,44583804.46,0.006198373333333335
2022-08-10,08:30:26,176.057,37.01,4959843.77,0.0017814717338676506,14865577.63,0.0040762333333333334,24772386.17,0.004601226666666668,34677778.09,0.005459333333333333,44583805.41,0.006189773333333335
2022-08-10,08:30:28,177.314,37.01,4959843.92,0.0017814962475257742,14865579.7,0.004075826666666667,24772389.81,0.004606106666666667,34677781.84,0.005462253333333333,44583803.66,0.006175746666666668
